Year,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Category,Topic,Indicator,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Confidence_Interval_Low,Confidence_Interval_High,Break_Out_Category,Break_Out,CategoryId,TopicId,IndicatorID,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationID,GeoLocation
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of poor blood pressure status among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Hispanic,C2,T9,NH201,Crude,BOC04,RAC04,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+); NHANES,Crude,Percent (%),86.8,86.8,,,82.8,89.9,Age,25-44,C2,T12,NH501,Crude,BOC03,AGE04,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of ideal cholesterol status among US adults (20+); NHANES,Crude,Percent (%),29.9,29.9,,,27.1,32.8,Age,65+,C2,T10,NH303,Crude,BOC03,AGE06,59,
2009-2010,US,United States,NHANES,None,None,None,None,Risk Factors,Diabetes,Prevalence of diabetes among US adults (18+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Non-Hispanic Asian,C2,T11,NH070,Crude,BOC04,RAC03,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+); NHANES,Crude,Percent (%),76.7,76.7,,,71.6,81.0,Age,45-64,C2,T12,NH501,Crude,BOC03,AGE05,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),28.5,28.5,,,26.3,30.8,Age,35+,C2,T13,NH072,Crude,BOC03,AGE07,59,
2009-2010,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum triglycerides among US adults (20+); NHANES,Crude,Percent (%),11.7,11.7,,,10.5,13.0,Overall,Overall,C2,T10,NH065,Crude,BOC01,OVR01,59,
2015-2016,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),18.3,18.3,,,13.2,24.7,Race,Other,C2,T15,NH801,Crude,BOC04,RAC07,59,
2017-2018,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Age,18-24,C2,T9,NH020,Crude,BOC03,AGE01,59,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension; NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Non-Hispanic Asian,C2,T9,NH022,Crude,BOC04,RAC03,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of ideal blood pressure status among US adults (20+); NHANES,Crude,Percent (%),34.2,34.2,,,30.0,38.6,Race,Non-Hispanic Black,C2,T9,NH203,Crude,BOC04,RAC02,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of poor blood pressure status among US adults (20+); NHANES,Age-Standardized,Percent (%),24.5,24.5,,,22.5,26.7,Race,Non-Hispanic Black,C2,T9,NH201,AgeStdz,BOC04,RAC02,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Age,45-64,C2,T12,NH503,Crude,BOC03,AGE05,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Mean serum total cholesterol among US adults (20+); NHANES,Crude,Mean (mg/dL),189.0,189.0,,,186.0,193.0,Age,75+,C2,T10,NH067,Crude,BOC03,AGE08,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Non-Hispanic Asian,C2,T13,NH071,Crude,BOC04,RAC03,59,
2017-2018,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of low HDL (high-density lipoprotein) cholesterol among US adults (20+); NHANES,Crude,Percent (%),16.1,16.1,,,13.9,18.6,Overall,Overall,C2,T10,NH064,Crude,BOC01,OVR01,59,
2017-2018,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Mean serum total cholesterol among US adults (20+); NHANES,Crude,Mean (mg/dL),192.0,192.0,,,187.0,197.0,Race,Non-Hispanic Asian,C2,T10,NH067,Crude,BOC04,RAC03,59,
2011-2012,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of recommended statin therapy for cholesterol management among US adults (21+); NHANES,Crude,Percent (%),62.5,62.5,,,54.8,69.6,Age,75+,C2,T10,NH060,Crude,BOC03,AGE08,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,Crude,Percent (%),73.9,73.9,,,71.3,76.5,Age,25-44,C2,T15,NH803,Crude,BOC03,AGE04,59,
2001-2002,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of recommended statin therapy for cholesterol management among US adults (21+); NHANES,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Gender,Female,C2,T10,NH060,AgeStdz,BOC02,GEN02,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of ideal cholesterol status among US adults (20+); NHANES,Crude,Percent (%),42.9,42.9,,,39.9,45.9,Gender,Female,C2,T10,NH303,Crude,BOC02,GEN02,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),30.8,30.8,,,28.4,33.4,Gender,Male,C2,T13,NH071,Crude,BOC02,GEN01,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension; NHANES,Crude,Percent (%),66.7,66.7,,,60.8,72.1,Age,75+,C2,T9,NH022,Crude,BOC03,AGE08,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Major Cardiovascular Disease,Prevalence of poor Cardiovascular Health among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Non-Hispanic White,C2,T21,NH101,Crude,BOC04,RAC01,59,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of low HDL (high-density lipoprotein) cholesterol among US adults (20+); NHANES,Age-Standardized,Percent (%),15.8,15.8,,,14.4,17.4,Overall,Overall,C2,T10,NH064,AgeStdz,BOC01,OVR01,59,
2015-2016,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Nutrition,Mean dietary sodium intake (mg/day) among US adults (18+); NHANES,Crude,Mean (mg/day),3551.0,3551.0,,,3469.0,3633.0,Overall,Overall,C2,T12,NH073,Crude,BOC01,OVR01,59,
2001-2002,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Other,C1,T1,NH001,AgeStdz,BOC04,RAC07,59,
2011-2012,US,United States,NHANES,None,None,None,None,Risk Factors,Diabetes,Prevalence of diabetes among US adults (18+); NHANES,Crude,Percent (%),5.6,5.6,,,4.3,7.1,Age,25-44,C2,T11,NH070,Crude,BOC03,AGE04,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of ideal BMI status among US adults (20+); NHANES,Crude,Percent (%),35.0,35.0,,,32.1,37.9,Race,Non-Hispanic White,C2,T13,NH603,Crude,BOC04,RAC01,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+); NHANES,Crude,Percent (%),41.2,41.2,,,38.2,44.2,Age,45-64,C2,T9,NH020,Crude,BOC03,AGE05,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),73.1,73.1,,,70.5,75.6,Gender,Female,C2,T10,NH066,Crude,BOC02,GEN02,59,
2007-2008,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of statin use among US adults (21+) for whom statin therapy is recommended; NHANES,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Gender,Female,C2,T10,NH061,AgeStdz,BOC02,GEN02,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of ideal blood pressure status among US adults (20+); NHANES,Crude,Percent (%),30.3,30.3,,,26.8,34.0,Age,45-64,C2,T9,NH203,Crude,BOC03,AGE05,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum total cholesterol among US adults (20+); NHANES,Age-Standardized,Percent (%),10.4,10.4,,,9.1,11.8,Race,Non-Hispanic Black,C2,T10,NH063,AgeStdz,BOC04,RAC02,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),24.4,24.4,,,22.1,26.9,Overall,Overall,C2,T15,NH801,Crude,BOC01,OVR01,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Major Cardiovascular Disease,Prevalence of poor Cardiovascular Health among US adults (20+); NHANES,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Overall,Overall,C2,T21,NH101,AgeStdz,BOC01,OVR01,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and fasting glucose status among US adults (20+); NHANES,Crude,Percent (%),90.0,90.0,,,86.5,92.7,Age,25-44,C2,T11,NH403,Crude,BOC03,AGE04,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of poor BMI status among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Hispanic,C2,T13,NH601,Crude,BOC04,RAC04,59,
2017-2018,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),42.5,42.5,,,37.7,47.3,Race,Non-Hispanic White,C2,T13,NH071,AgeStdz,BOC04,RAC01,59,
2009-2010,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Heart Failure,Prevalence of heart failure among US adults (20+); NHANES,Crude,Percent (%),2.2,2.2,,,1.6,3.0,Race,Non-Hispanic White,C1,T5,NH002,Crude,BOC04,RAC01,59,
2011-2012,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of statin use among US adults (21+) for whom statin therapy is recommended; NHANES,Crude,Percent (%),74.3,74.3,,,62.2,83.6,Age,75+,C2,T10,NH061,Crude,BOC03,AGE08,59,
2017-2018,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of prehypertension among US adults (18+); NHANES,Crude,Percent (%),26.7,26.7,,,22.9,31.0,Race,Other,C2,T9,NH024,Crude,BOC04,RAC07,59,
2015-2016,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),23.8,23.8,,,21.3,26.6,Gender,Male,C2,T13,NH072,Crude,BOC02,GEN01,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension; NHANES,Age-Standardized,Percent (%),62.2,62.2,,,58.0,66.3,Race,Non-Hispanic Black,C2,T9,NH022,AgeStdz,BOC04,RAC02,59,
2003-2004,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Heart Failure,Prevalence of heart failure among US adults (20+); NHANES,Age-Standardized,Percent (%),2.4,2.4,,,1.9,3.1,Gender,Female,C1,T5,NH002,AgeStdz,BOC02,GEN02,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of poor blood pressure status among US adults (20+); NHANES,Age-Standardized,Percent (%),25.7,25.7,,,22.1,29.6,Race,Non-Hispanic Black,C2,T9,NH201,AgeStdz,BOC04,RAC02,59,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum triglycerides among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Hispanic,C2,T10,NH065,Crude,BOC04,RAC04,59,
2015-2016,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Heart Failure,Prevalence of heart failure among US adults (20+); NHANES,Age-Standardized,Percent (%),1.9,1.9,,,1.4,2.4,Gender,Female,C1,T5,NH002,AgeStdz,BOC02,GEN02,59,
2015-2016,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Nutrition,Mean dietary sodium intake (mg/day) among US adults (18+); NHANES,Crude,Mean (mg/day),3905.0,3905.0,,,3656.0,4153.0,Race,Non-Hispanic Asian,C2,T12,NH073,Crude,BOC04,RAC03,59,
2015-2016,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Other,C1,T3,NH004,Crude,BOC04,RAC07,59,
2001-2002,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),8.3,8.3,,,7.0,9.7,Gender,Male,C1,T1,NH001,Crude,BOC02,GEN01,59,
2015-2016,US,United States,NHANES,None,ABCS,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension; NHANES,Age-Standardized,Percent (%),40.7,40.7,,,36.5,44.9,Race,Non-Hispanic Black,C2,T9,NH023,AgeStdz,BOC04,RAC02,59,
2013-2014,US,United States,NHANES,None,ABCS,None,None,Risk Factors,Aspirin use,Prevalence of aspirin use for secondary prevention of ischemic vascular disease among US adults (40+); NHANES,Age-Standardized,Percent (%),67.7,67.7,,,54.9,78.3,Race,Non-Hispanic White,C2,T8,NH010,AgeStdz,BOC04,RAC01,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),23.9,23.9,,,20.9,27.3,Age,25-44,C2,T15,NH801,Crude,BOC03,AGE04,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of ideal blood pressure status among US adults (20+); NHANES,Age-Standardized,Percent (%),43.8,43.8,,,38.0,49.8,Race,Other,C2,T9,NH203,AgeStdz,BOC04,RAC07,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Physical Inactivity,Prevalence of poor physical activity levels among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Hispanic,C2,T14,NH701,Crude,BOC04,RAC04,59,
2007-2008,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (20+); NHANES,Crude,Percent (%),3.6,3.6,,,2.6,5.1,Gender,Female,C1,T6,NH005,Crude,BOC02,GEN02,59,
1999-2000,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (20+); NHANES,Crude,Percent (%),2.5,2.5,,,1.9,3.3,Gender,Female,C1,T6,NH005,Crude,BOC02,GEN02,59,
